ID,assessment-result,reflection-length,item-1,item-2,item-3,item-4,item-5,item-6,item-7,item-8,item-9,item-10,item-11,item-12,item-13
434,4,25,2,1,2,1,2,2,2,2,2,2,2,2,2
435,2,68,1,2,2,1,2,2,1,1,1,1,1,1,0
436,3,107,2,2,1,2,2,2,2,1,2,2,2,1,2
437,2,15,1,1,1,1,1,2,2,1,1,1,2,1,1
438,3,120,2,2,2,2,1,2,1,2,2,2,2,2,1
439,3,119,2,1,2,1,2,1,2,1,1,1,1,2,1
440,4,38,2,2,1,1,1,2,1,1,1,0,1,1,1
441,4,75,1,2,2,1,2,2,2,2,2,1,1,1,1
442,2,57,1,2,1,2,1,1,1,1,2,2,1,1,1
443,3,55,1,2,1,2,1,1,1,2,1,1,1,2,1
444,3,0,0,2,1,2,2,1,2,1,2,1,2,2,2
445,4,104,2,2,1,1,2,2,2,2,1,1,1,1,1
446,2,22,1,1,1,1,1,1,1,1,1,1,1,1,1
447,4,45,1,1,2,2,1,2,2,2,2,2,2,2,2
448,3,0,1,1,1,1,2,2,1,2,2,1,1,1,1
449,2,64,2,2,1,1,2,1,1,1,1,1,1,1,0
450,2,6,1,1,1,1,1,1,1,1,1,1,1,1,2
451,1,89,0,2,1,1,1,1,1,1,1,1,1,1,1
452,2,39,1,2,2,2,2,1,2,1,2,1,0,1,0
453,2,18,2,1,1,2,1,2,2,2,2,2,2,2,1
454,2,46,2,2,2,2,2,1,2,1,1,2,1,1,0
455,3,59,1,2,0,1,1,2,2,1,1,1,1,1,1
456,3,43,2,2,2,2,2,2,2,2,2,2,2,1,2
457,4,18,1,2,2,2,2,2,2,2,2,2,2,2,1
458,4,12,2,2,2,2,2,2,2,2,2,2,2,2,2
459,3,49,2,2,2,1,1,2,2,2,2,2,2,2,1
460,1,44,1,2,1,1,1,1,2,1,1,1,1,1,0
461,2,19,1,1,1,1,1,1,1,2,2,1,0,1,1
462,4,153,2,2,2,2,2,2,2,2,2,2,2,2,2
463,1,36,2,1,1,1,1,1,1,1,1,1,1,1,1
464,2,64,2,2,1,2,1,2,2,2,2,1,2,1,1
465,2,81,2,2,2,2,1,1,1,1,2,2,1,2,1
466,3,119,1,1,1,2,2,1,1,1,1,1,1,1,1
467,1,98,1,1,1,2,1,1,1,1,1,0,1,0,1
468,3,33,2,2,1,2,2,1,1,1,2,2,1,1,1
469,3,82,2,2,2,2,1,2,1,1,2,2,1,2,2
470,3,175,2,2,2,2,2,2,2,2,2,2,2,2,2
471,3,60,2,1,1,2,1,1,2,1,2,1,2,1,1
472,2,0,1,1,0,2,1,1,1,2,1,1,1,1,1
473,3,129,2,2,1,1,2,1,1,2,1,1,1,2,1
474,3,27,1,2,1,2,2,2,2,2,2,1,2,1,0
475,2,16,1,1,1,1,0,1,1,1,1,1,1,1,0
476,4,52,1,2,2,2,2,2,2,2,2,2,2,2,2
477,3,31,1,2,2,2,2,1,1,2,1,1,2,1,1
478,2,34,2,1,1,2,2,1,1,0,1,0,1,1,0
479,3,83,1,1,1,0,2,1,1,1,2,1,1,1,1
480,2,92,1,2,1,2,2,2,2,2,2,2,1,1,1
481,2,76,2,1,1,2,2,2,1,1,1,1,2,1,1
482,3,119,2,1,1,1,1,1,1,2,1,2,2,1,2
483,2,0,1,2,2,1,1,1,1,1,1,1,1,1,0
484,2,63,1,1,1,0,1,1,2,1,2,1,1,1,1
485,3,74,2,2,1,2,2,2,2,1,2,2,2,2,1
486,4,48,2,2,2,2,2,2,2,1,1,2,2,2,2
487,2,75,2,2,2,1,2,1,1,0,1,1,1,0,0
488,4,84,1,2,2,2,2,2,2,2,2,2,2,2,1
489,3,41,1,2,1,2,1,1,1,2,1,1,1,1,2
490,2,36,1,1,1,1,1,1,1,2,2,2,1,1,1
491,3,0,1,2,1,2,0,1,2,2,2,1,2,1,1
492,4,77,1,1,1,2,2,2,2,1,2,1,2,1,2
493,2,59,0,2,2,1,2,1,1,0,2,1,2,1,1
494,3,111,1,2,1,2,2,2,2,2,2,1,2,2,2
495,3,96,2,2,2,2,2,2,2,2,2,2,2,2,2
496,2,34,2,1,1,2,2,1,1,2,2,2,1,2,1
497,2,14,2,2,1,2,1,2,1,0,1,2,1,1,1
498,3,96,2,1,1,2,2,1,2,2,2,2,2,1,2
499,4,15,2,2,1,1,1,2,1,1,2,1,2,1,1
500,1,8,2,1,1,1,1,1,1,1,1,1,1,2,1
501,2,43,0,2,0,1,1,1,1,1,1,0,1,2,1
502,1,18,0,1,1,1,2,2,1,1,2,1,1,2,1
503,4,68,1,2,2,2,2,1,2,1,2,1,2,1,1
504,4,101,2,2,2,2,2,2,2,2,2,2,2,2,2
505,3,66,2,2,1,2,2,1,1,1,1,1,1,2,1
506,2,61,1,1,0,2,1,1,1,1,1,0,1,1,0
507,3,66,1,2,1,1,1,2,2,2,2,2,2,2,2
508,3,120,1,1,0,1,2,2,1,1,1,1,1,1,1
509,4,57,2,1,0,1,1,1,1,1,1,1,1,1,1
510,3,0,2,1,1,1,1,1,1,2,1,2,2,2,1
511,1,97,1,1,0,1,0,1,1,0,1,0,0,0,0
512,3,44,1,2,1,1,1,1,2,2,1,1,2,2,2
513,3,42,1,1,1,1,1,1,1,0,1,2,1,1,2
514,1,0,1,1,1,1,0,2,2,2,1,1,1,1,0
515,3,66,2,2,1,2,2,1,2,2,2,2,1,2,1
516,3,51,0,2,1,1,1,1,2,1,1,1,2,1,1
517,2,133,2,1,1,1,1,1,1,1,2,2,1,1,1
518,3,39,2,2,1,1,2,1,1,1,1,1,1,1,2
519,3,6,1,1,1,1,2,1,2,2,2,2,2,2,2
520,3,134,2,1,2,2,2,1,2,2,1,1,1,1,1
521,4,84,2,2,2,2,2,2,2,2,2,2,2,2,1
522,4,32,2,2,2,2,2,2,2,2,2,2,1,2,2
523,3,82,1,2,1,1,1,1,1,2,2,1,1,1,1
524,2,0,1,2,0,2,1,2,2,2,2,1,1,1,1
525,3,77,1,1,1,1,1,1,1,0,1,2,2,2,1
526,4,38,1,2,2,2,2,1,2,2,2,2,2,2,2
527,3,58,2,1,2,1,1,2,2,2,2,2,2,1,2
528,2,29,1,1,2,1,0,1,1,0,1,1,1,1,1
529,3,49,1,1,1,1,1,2,1,2,1,1,1,2,1
530,3,91,1,2,1,1,2,1,2,1,1,2,2,2,1
531,3,18,2,2,2,2,2,2,2,2,2,2,2,1,1
532,4,30,2,2,2,2,1,1,2,2,2,2,2,2,2
533,3,73,1,1,1,2,1,1,2,2,1,1,0,1,1
534,4,34,1,1,1,1,1,2,1,1,1,2,2,2,1
535,3,86,2,2,2,2,2,2,2,2,2,2,2,2,1
536,1,65,1,1,1,2,1,2,2,1,1,1,1,1,0
537,3,6,2,1,1,1,2,2,2,1,2,2,2,2,2
538,3,58,0,1,2,1,1,1,1,2,1,2,0,1,1
539,3,158,2,2,2,2,1,2,1,1,1,2,2,1,1
540,4,31,2,2,2,2,1,2,2,2,1,1,2,2,1
541,4,46,2,2,2,2,1,2,2,1,2,2,2,2,2
542,4,0,1,2,1,2,2,2,2,2,2,2,2,2,2
543,3,0,1,1,2,1,1,1,1,1,2,1,2,1,1
544,3,13,1,1,2,2,1,1,2,2,2,1,1,2,2
545,2,185,1,1,1,1,1,1,1,1,1,2,0,1,0
546,3,90,1,1,1,1,1,1,2,1,1,1,1,2,1
547,2,36,1,1,1,2,1,2,2,1,1,1,1,1,0
548,2,34,1,1,1,1,1,1,1,1,1,1,1,1,1
549,2,28,2,1,2,1,1,2,2,2,1,2,2,2,1
550,4,79,1,2,1,1,2,1,2,1,2,2,1,0,2
551,3,0,1,2,1,2,2,1,1,1,1,2,1,1,1
552,2,37,2,2,2,2,1,1,1,1,2,1,1,1,1
553,2,22,1,2,1,1,1,2,2,1,2,1,1,1,1
554,2,61,1,1,0,1,1,1,1,0,1,1,0,0,1
555,2,107,1,2,1,2,1,1,1,2,1,1,0,1,0
556,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1
557,4,67,2,2,2,2,2,2,2,2,2,2,2,2,2
558,4,2,2,2,2,1,2,2,2,2,2,1,2,1,1
559,3,28,1,1,1,2,2,1,2,2,2,2,2,2,1
560,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2
561,2,5,1,1,0,1,2,2,2,2,1,2,2,1,1
562,1,58,2,2,1,2,2,1,1,1,1,2,1,1,1
563,3,71,1,2,1,2,2,2,2,2,2,1,1,2,0
564,2,75,1,1,1,1,2,1,1,1,1,2,2,1,1
565,3,37,2,2,0,2,2,2,2,2,2,2,2,2,1
566,3,43,2,2,2,2,1,2,1,1,2,1,2,1,1
567,3,156,2,2,2,2,2,2,2,2,2,2,1,1,2
568,3,0,1,1,2,1,2,1,1,2,1,2,2,2,2
569,2,7,1,1,1,1,1,2,2,1,2,1,1,2,1
570,3,96,2,1,0,2,1,1,2,2,1,1,1,1,1
571,3,190,2,2,2,2,2,2,2,2,2,2,2,1,2
572,3,64,2,1,1,2,1,2,1,1,2,1,1,1,1
573,3,54,2,2,1,2,2,2,1,1,1,1,1,1,1
574,2,61,1,2,2,2,1,1,2,1,1,1,2,0,1
575,2,117,1,1,1,1,1,1,0,0,1,1,1,1,1
576,3,78,2,2,2,2,2,2,2,2,2,2,2,1,2
577,2,59,1,2,1,2,1,2,2,2,2,2,2,1,1
578,2,68,2,2,1,2,1,2,2,2,2,1,1,1,2
579,3,30,2,2,2,2,2,2,2,2,2,2,2,2,2
580,3,16,2,2,2,1,1,2,2,1,2,2,1,2,1
581,3,53,1,1,2,2,2,2,2,2,2,2,1,2,2
582,2,109,1,2,1,2,0,1,1,1,1,1,1,0,1
583,3,35,1,1,0,1,2,1,1,1,1,1,1,1,1
584,4,52,2,2,2,1,2,2,1,1,1,2,2,2,2
585,3,0,0,1,2,2,1,2,1,1,2,2,1,1,1
586,4,88,1,1,2,1,2,2,2,2,2,1,1,2,1
587,3,15,1,1,2,2,2,2,2,2,2,2,2,2,2
588,2,40,2,2,1,1,1,1,1,1,2,1,1,1,1
589,4,82,2,2,2,2,2,2,2,2,2,2,1,2,2
590,3,88,1,2,1,1,1,1,2,1,1,2,1,1,0
591,3,50,2,2,2,2,2,2,2,1,2,2,1,2,1
592,2,37,1,1,1,2,2,2,2,1,1,0,1,2,1
593,2,76,1,2,2,2,2,1,1,2,1,1,2,2,1
594,3,87,2,1,1,1,2,2,2,2,2,1,2,1,1
595,2,60,2,1,1,1,0,1,1,2,1,1,1,1,0
596,2,90,1,1,1,1,1,1,2,2,2,2,1,1,2
597,4,107,1,2,2,2,2,2,2,2,2,2,2,2,2
598,2,108,1,2,1,1,1,1,1,1,1,0,2,1,2
599,2,92,0,1,0,1,2,1,1,1,1,1,1,1,1
600,2,36,0,0,1,1,0,1,1,1,1,1,0,1,0
601,3,89,1,2,2,2,2,1,2,1,2,2,1,2,2
602,4,38,2,2,2,2,2,2,2,1,2,2,2,2,1
603,3,70,1,2,2,1,1,2,1,1,2,1,2,2,2
604,3,128,1,2,1,1,2,2,1,2,1,1,1,1,1
605,1,32,1,1,0,1,1,2,1,1,1,1,1,1,1
606,3,47,1,1,2,1,1,1,2,1,1,2,1,1,1
607,3,76,2,1,2,2,2,2,2,2,2,1,1,2,1
608,3,35,1,1,2,2,1,2,2,1,2,2,2,2,1
609,3,23,2,2,2,2,1,2,2,2,2,2,2,1,2
610,3,0,2,2,2,2,2,1,2,2,2,2,2,1,1
611,2,53,1,1,1,2,2,2,2,1,2,1,2,1,1
612,4,0,1,1,2,2,1,2,2,1,2,2,2,1,2
613,4,70,1,2,2,2,2,1,1,2,1,1,2,1,1
614,2,65,1,1,1,1,0,1,2,1,1,1,0,0,1
615,2,122,1,1,2,2,2,2,1,2,2,1,1,1,1
616,3,19,1,1,1,1,1,2,2,2,1,2,1,1,2
617,4,85,2,1,1,1,2,2,2,2,2,1,1,2,1
618,2,12,2,1,0,1,1,1,2,1,1,1,2,1,1
619,3,68,1,1,2,2,1,1,2,1,1,1,2,1,1
620,1,26,1,1,0,1,1,0,1,0,0,1,0,1,0
621,3,113,2,2,2,2,2,2,2,2,2,1,2,2,1
622,4,94,2,1,1,1,1,2,2,2,2,1,1,1,1
623,2,90,1,2,1,1,1,1,2,1,1,1,2,0,1
624,2,7,1,1,1,1,1,1,1,1,1,1,2,1,1
625,4,96,2,2,2,2,2,2,2,2,2,2,2,2,2
626,3,114,1,2,1,1,1,2,2,0,1,2,1,1,1
627,2,86,2,1,2,1,2,2,2,2,1,2,2,1,1
628,3,35,1,1,1,1,1,1,2,2,2,1,2,2,2
629,3,57,1,1,1,1,1,2,1,1,2,1,1,1,0
630,2,88,1,2,1,2,2,1,1,1,1,2,0,2,1
631,2,32,0,0,1,1,0,0,1,1,1,0,1,0,1
632,2,115,1,1,1,1,1,1,1,1,1,1,2,2,0
633,3,66,2,2,2,2,2,2,2,2,2,2,2,2,2
634,3,61,1,2,2,2,2,2,2,2,2,2,2,1,2
635,3,43,2,2,1,2,2,1,1,1,1,1,1,1,2
636,3,60,1,1,0,2,1,1,1,1,1,1,1,1,1
637,3,23,2,1,1,1,1,1,1,1,1,1,1,1,2
638,3,162,1,2,1,1,1,1,2,1,2,2,2,1,1
639,4,27,2,1,1,1,2,2,2,2,2,2,2,2,2
640,3,112,2,2,2,2,2,2,2,2,2,2,2,2,2
641,3,84,2,1,2,2,2,2,2,1,1,2,1,1,1
642,2,106,0,1,1,1,1,2,1,2,2,1,1,1,1
643,2,50,1,1,1,1,1,1,1,1,1,1,1,1,0
644,3,90,2,2,1,2,2,2,2,1,1,2,2,2,1
645,2,2,0,2,1,1,1,1,1,1,1,1,2,1,1
646,3,54,2,2,1,2,2,2,1,2,2,2,2,1,2
647,4,77,1,1,1,2,2,2,1,1,2,1,1,2,2
648,3,74,2,2,2,2,2,2,2,2,2,2,2,2,2
649,3,118,1,1,1,1,2,1,1,1,1,1,1,1,1
650,4,0,1,1,1,1,1,1,1,1,1,2,1,1,2
651,3,113,1,2,1,2,2,2,2,2,2,2,1,1,2
652,2,60,1,2,2,2,2,2,2,2,1,2,1,2,1
653,3,99,2,1,1,2,2,2,2,2,2,2,2,2,2
654,2,112,0,1,1,1,1,1,1,0,1,1,1,2,0
655,3,79,1,1,1,1,1,1,1,0,1,1,1,1,1
656,2,60,1,1,1,0,1,1,2,1,1,1,1,1,2
657,2,106,2,2,1,2,1,1,2,1,2,2,1,2,1
658,2,40,2,1,2,1,1,1,1,1,2,1,2,1,1
659,3,27,1,2,1,2,1,2,2,2,2,2,2,2,2
660,3,38,2,2,2,1,2,2,2,2,2,2,2,2,2
661,2,17,0,1,1,1,2,1,1,1,2,0,1,1,1
662,4,61,1,2,2,1,1,1,2,1,1,1,1,1,2
663,3,99,2,1,2,1,1,1,1,2,1,1,2,1,1
664,3,21,1,1,1,1,0,1,1,1,1,1,2,2,1
665,2,48,1,1,1,1,1,2,2,2,2,1,1,1,1
666,2,0,1,2,1,2,2,2,2,1,2,2,2,2,1
667,2,86,2,2,2,1,1,2,1,2,2,2,2,2,2
668,2,29,1,1,2,1,1,2,2,2,1,1,1,1,1
669,2,23,0,1,0,1,1,0,0,0,1,1,0,0,0
670,4,52,2,2,2,2,2,2,2,2,2,2,2,2,2
671,4,71,2,2,2,2,1,1,2,1,2,2,2,2,1
672,2,0,1,1,1,1,1,0,1,1,1,1,1,1,1
673,3,64,1,2,2,2,1,2,1,2,1,2,1,2,1
674,3,34,1,1,2,1,1,2,2,2,1,1,2,1,1
675,4,0,2,2,2,2,2,2,1,1,1,2,2,2,2
676,1,28,1,1,1,0,0,1,2,0,1,0,0,0,0
677,1,64,1,0,1,1,1,1,1,1,0,1,0,0,0
678,2,10,1,1,1,2,1,1,1,1,1,1,1,1,1
679,2,36,2,1,1,1,1,2,2,1,1,1,2,1,1
680,2,0,2,2,1,1,1,2,1,1,1,1,1,1,0
681,2,37,0,1,1,1,1,2,2,2,1,1,1,1,1
682,2,72,1,1,0,1,1,1,2,1,2,2,1,1,1
683,3,42,2,1,1,1,2,1,2,2,1,1,2,1,1
684,2,108,2,2,2,2,2,2,1,1,1,1,1,2,1
685,3,34,2,1,1,2,2,1,1,1,1,1,2,2,1
686,2,98,2,2,1,1,1,2,2,2,2,2,1,1,1
687,2,60,2,2,1,1,2,1,2,1,2,2,2,1,2
688,4,63,1,1,1,1,2,1,2,2,1,2,2,1,2
689,3,34,2,2,2,2,1,1,2,1,1,2,1,1,1
690,3,26,1,1,1,2,2,2,2,1,2,2,1,2,2
691,2,70,2,1,1,1,1,2,1,2,1,0,1,1,0
692,4,164,2,2,2,2,2,2,2,2,2,2,1,2,2
693,3,120,1,1,2,1,1,2,2,1,2,1,1,0,1
694,3,102,1,2,1,1,1,1,2,1,1,1,1,1,1
695,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2
696,2,127,1,1,2,1,1,1,2,1,1,1,1,1,1
697,4,67,2,2,2,2,2,2,2,2,2,1,2,1,1
698,2,57,1,1,1,0,0,1,1,1,1,0,0,0,0
699,2,53,1,2,1,2,2,2,2,1,2,2,1,2,2
700,4,65,2,2,2,2,2,2,1,1,2,2,2,2,2
701,1,4,1,0,1,1,0,1,1,1,1,1,0,1,1
702,3,63,2,2,2,2,2,2,2,2,2,2,2,2,2
703,2,36,1,1,1,0,1,1,1,1,1,0,1,1,1
704,4,14,2,1,2,2,2,2,2,2,2,2,1,2,1
705,2,157,2,2,2,2,1,1,2,1,1,1,2,1,0
706,1,61,1,0,1,1,0,0,0,1,1,0,1,0,0
707,3,122,2,1,1,1,1,2,2,1,1,1,1,1,2
708,3,4,0,1,2,1,2,1,1,2,2,1,2,1,1
709,2,76,2,2,1,1,1,2,1,1,1,1,1,1,1
710,4,82,2,2,2,2,2,2,2,2,2,2,2,2,2
711,4,56,2,2,2,1,2,2,2,2,2,1,2,2,2
712,2,28,2,1,2,1,1,1,2,0,1,2,0,0,0
713,3,12,2,2,1,1,2,2,2,1,2,1,1,1,0
714,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2
715,2,32,0,0,0,0,1,1,1,1,1,1,1,0,1
716,3,98,2,2,1,1,1,1,1,2,2,2,2,2,1
717,4,56,2,1,2,2,1,2,1,2,2,2,2,1,2
718,3,103,1,2,2,2,2,2,2,2,2,1,1,1,1
719,4,122,2,2,2,2,2,1,2,2,2,2,2,1,1
720,3,49,1,1,1,2,1,2,1,1,1,2,1,1,0
721,2,70,2,2,1,1,1,2,1,1,1,2,1,1,1
722,3,13,1,2,1,2,2,2,2,2,1,1,2,1,1
723,3,56,2,2,2,2,1,1,2,2,1,1,1,2,2
724,2,134,2,2,2,2,2,1,2,2,2,1,1,2,2
725,3,85,2,2,1,2,2,1,1,2,1,1,1,2,2
726,3,139,2,2,2,2,1,2,2,2,2,2,2,1,1
727,3,36,2,2,2,2,1,2,2,2,2,1,2,2,1
728,3,49,1,2,2,2,2,1,2,1,2,2,2,2,2
729,3,0,2,2,1,1,2,2,2,2,2,2,2,2,2
730,3,45,1,1,2,2,1,2,2,2,2,2,2,2,2
731,3,110,2,2,2,2,1,2,1,2,1,1,2,2,2
732,2,66,1,2,1,2,2,1,1,2,1,1,1,1,1
733,2,48,1,2,1,2,1,1,1,2,1,1,1,1,1
734,2,81,1,2,1,2,2,2,2,2,2,1,2,2,1
735,2,51,1,1,0,1,1,1,2,1,1,1,1,1,2
736,3,81,2,2,2,2,2,2,2,1,2,2,1,1,2
737,3,0,2,2,2,2,2,1,2,1,2,1,1,1,1
738,3,67,1,1,1,1,1,2,1,1,1,0,1,0,1
739,2,71,0,2,1,2,2,2,2,2,2,2,1,2,1
740,2,0,2,2,2,1,2,2,2,2,2,1,1,1,1
741,3,11,2,2,2,2,1,1,2,1,1,1,1,0,1
742,4,51,1,1,1,1,2,1,2,1,2,2,2,2,1
743,3,79,2,2,2,2,2,2,2,1,1,1,1,1,1
744,2,47,1,1,1,1,1,1,1,0,1,1,1,1,1
745,3,104,1,2,1,2,2,2,2,2,2,2,2,2,2
746,3,96,2,2,2,2,2,2,2,2,2,2,2,1,2
747,3,154,2,1,1,2,2,2,1,2,1,2,2,1,2
748,2,66,2,2,2,2,2,2,2,2,2,2,2,2,1
749,4,78,2,2,2,2,1,1,1,2,2,2,2,1,2
750,2,85,1,2,1,2,1,2,1,2,1,1,1,1,1
751,3,0,2,1,2,1,2,2,2,1,2,2,2,2,1
752,3,1,1,2,1,2,1,1,1,1,1,1,2,1,1
753,2,96,2,2,1,2,2,2,1,1,2,2,1,1,1
754,4,60,2,2,2,2,2,1,1,1,1,1,2,2,2
755,3,44,2,2,1,2,2,2,1,1,2,2,2,2,2
756,3,50,2,2,2,2,2,2,2,2,2,1,2,2,2
757,3,0,2,2,2,2,2,1,2,1,2,2,1,2,2
758,2,32,1,2,2,2,2,1,1,1,2,2,1,0,0
759,4,88,1,1,2,2,1,2,2,2,2,2,2,2,2
760,2,18,2,2,2,2,2,2,2,2,2,2,2,2,1
761,2,80,1,2,1,1,1,1,1,1,1,1,1,0,0
762,3,99,1,2,1,2,2,2,2,2,2,2,1,2,1
763,2,82,2,2,1,1,2,2,1,2,2,1,1,1,1
764,3,41,2,1,2,1,1,1,2,2,1,2,1,1,1
765,2,94,1,2,0,2,0,1,2,2,2,2,1,2,2
766,3,29,2,1,2,1,2,2,2,1,1,2,1,1,1
767,4,10,1,2,2,2,1,2,2,2,2,2,2,2,2
768,2,49,2,2,1,2,2,2,1,1,1,1,1,1,1
769,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
770,3,88,0,2,1,2,1,2,1,2,1,1,2,2,2
771,2,75,2,2,1,2,2,2,2,2,2,2,2,1,2
772,3,2,1,1,1,2,1,1,1,1,1,1,0,1,0
773,2,0,1,1,0,1,1,1,1,1,1,1,1,1,0
774,3,131,1,2,2,2,1,1,2,1,1,1,1,2,2
775,2,68,1,2,1,1,1,1,2,2,1,2,2,2,2
776,4,21,1,2,2,2,2,2,2,2,2,2,2,2,2
777,3,0,0,1,1,2,2,2,2,2,2,2,1,1,1
778,3,4,1,2,2,2,2,2,2,1,2,2,2,2,2
779,2,27,1,2,1,1,1,1,1,2,1,2,1,1,1
780,2,125,0,1,0,0,0,1,1,1,1,1,0,1,1
781,3,93,2,1,2,2,2,1,2,1,2,2,2,2,2
782,3,44,2,2,2,2,2,2,2,2,1,2,1,2,1
783,4,64,1,1,1,1,1,1,1,1,1,1,0,1,0
784,3,59,2,2,2,2,2,2,1,2,1,1,1,2,2
785,3,59,1,2,2,2,2,2,2,2,2,2,2,1,2
786,3,0,2,1,1,1,1,1,1,1,1,1,2,2,1
787,1,78,2,1,1,1,1,1,1,1,1,1,0,0,1
788,2,71,1,1,1,1,1,2,2,1,2,1,1,1,1
789,3,0,1,2,2,2,2,2,2,2,2,0,1,1,1
790,4,79,1,2,1,2,2,2,2,2,2,1,2,2,1
791,2,42,1,2,1,2,2,1,1,1,1,0,1,1,1
792,4,121,2,2,2,2,2,2,2,2,2,2,1,2,2
793,2,83,0,2,2,2,1,2,1,1,1,0,1,1,2
794,3,33,2,1,1,2,1,2,2,1,1,2,2,1,1
795,2,0,2,2,2,1,1,2,1,0,2,1,2,1,2
796,3,0,2,2,2,2,2,2,1,2,2,2,2,2,2
797,4,140,1,1,1,2,2,2,2,1,1,2,1,1,2
798,2,105,1,1,0,2,2,2,2,2,1,1,1,2,1
799,2,10,1,1,1,1,1,1,1,1,2,2,1,1,1
800,2,15,0,1,2,2,2,2,1,2,2,1,2,1,2
801,2,47,2,1,0,2,1,1,1,1,1,2,1,1,1
802,4,131,1,2,1,2,2,2,2,1,2,2,2,2,2
803,4,0,1,1,2,2,1,1,1,1,1,1,1,2,1
804,3,56,1,1,1,1,2,1,2,1,1,1,1,1,0
805,2,84,2,1,1,2,2,2,1,1,2,1,0,1,0
806,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2
807,3,10,1,1,1,0,1,1,1,0,1,0,0,1,1
808,3,112,2,2,2,2,2,2,2,2,2,2,2,2,1
809,2,56,1,1,1,2,2,2,2,1,1,1,2,2,2
810,2,52,2,1,2,1,1,1,1,1,1,1,1,1,1
811,3,80,0,2,0,2,1,2,1,1,1,1,1,1,1
812,2,13,2,1,0,2,1,1,2,1,2,1,1,0,1
813,3,75,1,2,0,1,1,2,2,1,1,2,1,2,1
814,2,152,1,1,1,1,1,2,2,2,1,2,2,1,1
815,2,56,1,1,0,1,1,2,1,2,2,2,2,2,2
816,3,15,2,2,2,2,2,2,2,2,1,2,2,1,1
817,4,20,2,2,2,2,2,2,2,2,2,2,2,2,1
818,2,85,1,1,1,1,1,1,1,1,1,1,1,1,1
819,2,40,2,2,2,1,1,1,1,1,1,1,1,1,1
820,3,218,2,2,1,2,2,2,2,2,2,2,2,2,2
821,2,28,1,1,0,1,2,1,1,1,1,1,0,0,1
822,3,34,0,1,1,1,2,2,2,2,1,1,1,1,2
823,3,75,2,1,2,2,1,2,2,2,2,2,1,1,2
824,3,8,2,1,1,1,1,1,1,1,1,1,1,1,0
825,3,108,2,2,2,2,2,2,1,2,1,2,2,2,2
826,2,29,2,1,1,1,1,1,1,1,1,1,1,1,1
827,2,0,1,1,2,2,1,2,1,1,1,1,1,1,1
828,3,84,2,1,0,1,2,1,1,0,1,1,0,1,1
829,4,111,2,2,2,2,2,2,2,2,2,2,2,2,2
830,3,48,1,2,2,2,1,2,1,2,2,2,2,2,1
831,4,41,2,2,2,2,2,2,2,1,1,2,2,1,1
832,2,160,2,1,1,2,2,1,1,1,2,1,1,1,1
833,3,83,2,2,1,2,1,2,2,2,2,2,1,1,1
834,3,77,2,2,1,1,1,1,2,2,1,2,2,2,1
835,4,34,2,2,2,2,2,2,2,2,2,2,2,2,2
836,3,37,2,2,2,1,1,2,1,2,1,1,1,1,1
837,3,24,2,2,2,2,2,2,1,2,1,2,1,1,1
838,3,38,2,2,1,2,2,2,2,1,2,1,1,0,1
839,4,58,1,2,2,2,2,1,1,2,2,1,2,2,2
840,2,75,2,1,1,0,1,2,2,1,1,1,1,1,1
841,3,91,2,1,1,1,1,1,2,1,1,1,2,0,2
842,3,10,2,1,1,1,2,2,1,2,1,1,2,1,1
843,4,120,1,1,2,2,1,1,2,2,0,1,2,2,2
844,3,53,1,1,1,2,1,2,1,2,1,1,1,2,1
845,2,56,1,1,0,0,1,1,1,1,1,1,1,1,1
846,4,48,1,2,1,2,1,2,1,2,1,1,1,2,1
847,3,109,1,1,1,2,2,2,2,1,2,2,1,1,1
848,2,88,2,2,0,2,2,2,1,2,2,1,2,1,1
849,4,8,2,2,2,2,2,2,2,2,2,2,2,2,2
850,3,36,1,2,2,2,1,1,1,1,2,2,1,1,2
851,2,151,1,2,0,1,2,2,2,1,1,1,1,1,0
852,3,91,2,2,1,2,2,2,2,2,2,2,2,2,2
853,3,34,2,2,2,2,2,2,2,1,2,2,1,2,1
854,2,53,2,2,2,1,1,1,1,2,1,2,2,1,1
855,3,57,0,1,1,1,1,1,1,1,1,1,2,1,1
856,3,134,1,1,1,2,1,2,2,1,2,2,2,2,1
857,1,72,2,1,1,1,1,1,1,0,1,1,0,1,0
858,3,56,2,2,1,1,2,2,2,2,2,2,2,2,2
859,4,95,2,2,2,2,2,2,2,2,2,2,2,2,2
860,3,50,2,2,2,2,2,2,2,2,2,2,2,2,1
861,3,43,1,2,1,2,1,1,2,1,1,1,2,1,1
862,2,2,1,2,1,1,1,1,1,0,1,1,1,1,1
863,3,63,1,1,2,2,1,2,2,2,2,2,2,1,1
864,3,23,2,2,2,2,2,2,2,2,1,2,1,2,1
865,2,81,2,1,1,1,1,1,1,2,2,1,1,1,1
866,3,62,1,2,2,2,1,2,2,2,2,2,2,2,1
867,2,21,1,1,1,1,0,1,1,2,1,2,0,1,1
868,2,124,1,0,1,1,2,1,1,1,1,0,1,1,1
